order_id,customer_id,menu_id,menu_name,category,quantity,unit_price,amount,order_date,order_time,day_of_week
O000026,C0350,M006,ลาบหมู,อาหารหลัก,2,78.26,156.52,2025-04-30,23:42,Wednesday
O000027,C0166,M040,ฟักทอง,ของหวาน,2,31.02,62.04,2025-04-20,21:03,Sunday
O000028,C0418,M035,นมเย็น,เครื่องดื่ม,1,48.1,48.1,2025-02-02,08:48,Sunday
O000029,C0038,M029,กาแฟร้อน,เครื่องดื่ม,1,22.0,22.0,2025-04-07,21:31,Monday
O000030,C0011,M038,ข้าวเหนียวมะม่วง,ของหวาน,2,64.32,128.64,2025-05-22,21:45,Thursday
O000031,C0356,M024,น้ำมะนาว,เครื่องดื่ม,1,18.17,18.17,2025-03-31,14:25,Monday
O000031,C0356,M039,ลูกชุบ,ของหวาน,1,32.24,32.24,2025-03-31,17:01,Monday
O000032,C0170,M002,ข้าวผัด,อาหารหลัก,1,83.59,83.59,2025-05-29,21:27,Thursday
O000032,C0170,M004,แกงเขียวหวานไก่,อาหารหลัก,2,111.87,223.74,2025-05-29,20:18,Thursday
O000032,C0170,M041,บัวลอย,ของหวาน,1,32.56,32.56,2025-05-29,20:01,Thursday
O000033,C0276,M044,คุกกี้,ของหวาน,2,22.4,44.8,2025-04-25,13:05,Friday
O000034,C0324,M024,น้ำมะนาว,เครื่องดื่ม,1,18.17,18.17,2025-05-23,20:37,Friday
O000034,C0324,M043,เค้ก,ของหวาน,2,34.4,68.8,2025-05-23,21:05,Friday
O000034,C0324,M038,ข้าวเหนียวมะม่วง,ของหวาน,2,64.32,128.64,2025-05-23,19:47,Friday
O000035,C0273,M015,ข้าวคลุกกะปิ,อาหารหลัก,1,48.73,48.73,2025-04-28,17:32,Monday
O000036,C0377,M046,ผลไม้,ของหวาน,1,34.35,34.35,2025-07-13,13:22,Sunday
O000037,C0235,M027,น้ำเปล่า,เครื่องดื่ม,1,15.0,15.0,2025-07-16,14:09,Wednesday
O000037,C0235,M008,แกงส้มปลา,อาหารหลัก,1,84.02,84.02,2025-07-16,15:11,Wednesday
O000037,C0235,M025,โค้ก,เครื่องดื่ม,1,34.2,34.2,2025-07-16,14:11,Wednesday
O000038,C0400,M007,ผัดกะเพรา,อาหารหลัก,2,104.55,209.1,2025-07-11,21:41,Friday
O000038,C0400,M039,ลูกชุบ,ของหวาน,1,32.24,32.24,2025-07-11,19:09,Friday
O000039,C0021,M041,บัวลอย,ของหวาน,2,32.56,65.12,2025-05-24,19:50,Saturday
O000040,C0473,M041,บัวลอย,ของหวาน,1,32.56,32.56,2025-04-12,21:04,Saturday
O000040,C0473,M022,กาแฟเย็น,เครื่องดื่ม,1,25.47,25.47,2025-04-12,20:28,Saturday
O000041,C0123,M027,น้ำเปล่า,เครื่องดื่ม,1,15.0,15.0,2025-02-10,21:41,Monday
O000042,C0343,M033,เบียร์,เครื่องดื่ม,2,23.34,46.68,2025-02-24,14:37,Monday
O000042,C0343,M024,น้ำมะนาว,เครื่องดื่ม,1,18.17,18.17,2025-02-24,14:58,Monday
O000043,C0027,M033,เบียร์,เครื่องดื่ม,1,23.34,23.34,2025-06-27,14:32,Friday
O000043,C0027,M026,สไปรท์,เครื่องดื่ม,1,28.14,28.14,2025-06-27,11:28,Friday
O000044,C0039,M023,น้ำส้ม,เครื่องดื่ม,1,37.23,37.23,2025-02-27,11:32,Thursday
O000044,C0039,M041,บัวลอย,ของหวาน,1,32.56,32.56,2025-02-27,11:15,Thursday
O000044,C0039,M015,ข้าวคลุกกะปิ,อาหารหลัก,2,48.73,97.46,2025-02-27,14:33,Thursday
O000045,C0078,M040,ฟักทอง,ของหวาน,1,31.02,31.02,2025-06-14,16:58,Saturday
O000045,C0078,M024,น้ำมะนาว,เครื่องดื่ม,1,18.17,18.17,2025-06-14,17:26,Saturday
O000046,C0101,M033,เบียร์,เครื่องดื่ม,1,23.34,23.34,2025-04-28,16:04,Monday
O000046,C0101,M037,ทับทิมกรอบ,ของหวาน,1,57.51,57.51,2025-04-28,14:35,Monday
O000047,C0249,M003,ต้มยำกุ้ง,อาหารหลัก,1,118.59,118.59,2025-07-24,23:54,Thursday
O000048,C0407,M033,เบียร์,เครื่องดื่ม,1,23.34,23.34,2025-07-19,16:05,Saturday
O000048,C0407,M019,แกงเปอะ,อาหารหลัก,1,106.03,106.03,2025-07-19,16:19,Saturday
O000048,C0407,M025,โค้ก,เครื่องดื่ม,2,34.2,68.4,2025-07-19,15:38,Saturday
O000048,C0407,M043,เค้ก,ของหวาน,1,34.4,34.4,2025-07-19,16:35,Saturday
O000049,C0460,M006,ลาบหมู,อาหารหลัก,1,78.26,78.26,2025-05-08,12:42,Thursday
O000049,C0460,M045,บราวนี่,ของหวาน,1,45.15,45.15,2025-05-08,14:32,Thursday
O000050,C0268,M012,แกงมัสมั่นเนื้อ,อาหารหลัก,1,77.59,77.59,2025-05-04,18:13,Sunday
O000051,C0102,M026,สไปรท์,เครื่องดื่ม,2,28.14,56.28,2025-04-29,08:14,Tuesday
O000051,C0102,M038,ข้าวเหนียวมะม่วง,ของหวาน,1,64.32,64.32,2025-04-29,08:04,Tuesday
O000051,C0102,M040,ฟักทอง,ของหวาน,1,31.02,31.02,2025-04-29,07:32,Tuesday
O000052,C0308,M044,คุกกี้,ของหวาน,1,22.4,22.4,2025-06-19,16:56,Thursday
O000052,C0308,M031,น้ำแข็งใส,เครื่องดื่ม,1,15.0,15.0,2025-06-19,17:09,Thursday
O000052,C0308,M024,น้ำมะนาว,เครื่องดื่ม,1,18.17,18.17,2025-06-19,15:53,Thursday
O000053,C0070,M012,แกงมัสมั่นเนื้อ,อาหารหลัก,1,77.59,77.59,2025-07-28,10:02,Monday
O000053,C0070,M039,ลูกชุบ,ของหวาน,2,32.24,64.48,2025-07-28,09:43,Monday
O000053,C0070,M026,สไปรท์,เครื่องดื่ม,1,28.14,28.14,2025-07-28,10:39,Monday
O000054,C0046,M024,น้ำมะนาว,เครื่องดื่ม,2,18.17,36.34,2025-04-14,15:34,Monday
O000054,C0046,M026,สไปรท์,เครื่องดื่ม,1,28.14,28.14,2025-04-14,16:51,Monday
O000054,C0046,M013,ยำวุ้นเส้น,อาหารหลัก,2,37.85,75.7,2025-04-14,15:23,Monday
O000055,C0192,M046,ผลไม้,ของหวาน,2,34.35,68.7,2025-07-24,14:49,Thursday
O000055,C0192,M021,ชาเย็น,เครื่องดื่ม,1,32.13,32.13,2025-07-24,14:32,Thursday
O000055,C0192,M042,ไอติม,ของหวาน,2,37.48,74.96,2025-07-24,12:52,Thursday
O000056,C0290,M035,นมเย็น,เครื่องดื่ม,1,48.1,48.1,2025-03-24,13:03,Monday
O000056,C0290,M045,บราวนี่,ของหวาน,2,45.15,90.3,2025-03-24,13:35,Monday
O000056,C0290,M009,ข้าวซอย,อาหารหลัก,1,93.4,93.4,2025-03-24,11:18,Monday
O000057,C0070,M021,ชาเย็น,เครื่องดื่ม,1,32.13,32.13,2025-02-22,10:57,Saturday
O000057,C0070,M020,ข้าวกะเพรา,อาหารหลัก,1,88.49,88.49,2025-02-22,10:05,Saturday
O000057,C0070,M036,ขนมครก,ของหวาน,1,30.04,30.04,2025-02-22,10:56,Saturday
O000058,C0468,M009,ข้าวซอย,อาหารหลัก,2,93.4,186.8,2025-05-01,11:25,Thursday
O000058,C0468,M032,น้ำอัดลม,เครื่องดื่ม,1,15.0,15.0,2025-05-01,12:24,Thursday
O000058,C0468,M043,เค้ก,ของหวาน,1,34.4,34.4,2025-05-01,13:14,Thursday
O000059,C0274,M045,บราวนี่,ของหวาน,1,45.15,45.15,2025-02-08,13:50,Saturday
O000060,C0270,M035,นมเย็น,เครื่องดื่ม,1,48.1,48.1,2025-03-10,20:44,Monday
O000061,C0408,M007,ผัดกะเพรา,อาหารหลัก,2,104.55,209.1,2025-03-08,20:39,Saturday
O000061,C0408,M009,ข้าวซอย,อาหารหลัก,1,93.4,93.4,2025-03-08,17:01,Saturday
O000061,C0408,M013,ยำวุ้นเส้น,อาหารหลัก,1,37.85,37.85,2025-03-08,18:53,Saturday
O000062,C0232,M036,ขนมครก,ของหวาน,2,30.04,60.08,2025-03-11,11:49,Tuesday
O000062,C0232,M042,ไอติม,ของหวาน,1,37.48,37.48,2025-03-11,12:19,Tuesday
O000063,C0244,M011,ปลากะพงนึ่งมะนาว,อาหารหลัก,2,113.87,227.74,2025-03-04,17:04,Tuesday
O000064,C0298,M019,แกงเปอะ,อาหารหลัก,2,106.03,212.06,2025-03-01,21:34,Saturday
O000064,C0298,M038,ข้าวเหนียวมะม่วง,ของหวาน,1,64.32,64.32,2025-03-01,21:36,Saturday
O000064,C0298,M008,แกงส้มปลา,อาหารหลัก,1,84.02,84.02,2025-03-01,18:18,Saturday
O000065,C0417,M007,ผัดกะเพรา,อาหารหลัก,1,104.55,104.55,2025-05-21,08:36,Wednesday
O000066,C0220,M011,ปลากะพงนึ่งมะนาว,อาหารหลัก,1,113.87,113.87,2025-05-18,21:23,Sunday
O000067,C0108,M040,ฟักทอง,ของหวาน,1,31.02,31.02,2025-02-18,14:55,Tuesday
O000067,C0108,M022,กาแฟเย็น,เครื่องดื่ม,2,25.47,50.94,2025-02-18,11:40,Tuesday
O000067,C0108,M045,บราวนี่,ของหวาน,2,45.15,90.3,2025-02-18,13:16,Tuesday
O000067,C0108,M035,นมเย็น,เครื่องดื่ม,1,48.1,48.1,2025-02-18,13:50,Tuesday
O000068,C0394,M021,ชาเย็น,เครื่องดื่ม,1,32.13,32.13,2025-02-18,16:08,Tuesday
O000069,C0239,M036,ขนมครก,ของหวาน,1,30.04,30.04,2025-02-12,18:53,Wednesday
O000070,C0398,M017,หอยทอด,อาหารหลัก,2,92.38,184.76,2025-07-26,12:51,Saturday
O000070,C0398,M012,แกงมัสมั่นเนื้อ,อาหารหลัก,1,77.59,77.59,2025-07-26,11:45,Saturday
O000071,C0309,M015,ข้าวคลุกกะปิ,อาหารหลัก,1,48.73,48.73,2025-05-29,14:50,Thursday
O000072,C0369,M001,ผัดไทย,อาหารหลัก,1,111.94,111.94,2025-03-24,22:32,Monday
O000072,C0369,M019,แกงเปอะ,อาหารหลัก,2,106.03,212.06,2025-03-24,23:30,Monday
O000072,C0369,M002,ข้าวผัด,อาหารหลัก,1,83.59,83.59,2025-03-24,21:48,Monday
O000073,C0031,M036,ขนมครก,ของหวาน,1,30.04,30.04,2025-07-16,14:55,Wednesday
O000074,C0011,M023,น้ำส้ม,เครื่องดื่ม,1,37.23,37.23,2025-07-18,19:27,Friday
O000075,C0364,M002,ข้าวผัด,อาหารหลัก,2,83.59,167.18,2025-05-14,19:11,Wednesday
O000075,C0364,M006,ลาบหมู,อาหารหลัก,2,78.26,156.52,2025-05-14,20:23,Wednesday
O000076,C0479,M011,ปลากะพงนึ่งมะนาว,อาหารหลัก,1,113.87,113.87,2025-06-13,10:05,Friday
O000077,C0240,M010,หมี่กรอบ,อาหารหลัก,1,73.6,73.6,2025-05-22,16:20,Thursday
O000077,C0240,M027,น้ำเปล่า,เครื่องดื่ม,1,15.0,15.0,2025-05-22,14:20,Thursday
O000078,C0452,M029,กาแฟร้อน,เครื่องดื่ม,2,22.0,44.0,2025-07-20,21:45,Sunday
O000079,C0307,M015,ข้าวคลุกกะปิ,อาหารหลัก,2,48.73,97.46,2025-05-21,13:28,Wednesday
O000080,C0390,M038,ข้าวเหนียวมะม่วง,ของหวาน,1,64.32,64.32,2025-02-11,10:17,Tuesday
O000080,C0390,M045,บราวนี่,ของหวาน,1,45.15,45.15,2025-02-11,07:42,Tuesday
O000081,C0233,M017,หอยทอด,อาหารหลัก,1,92.38,92.38,2025-07-14,11:09,Monday
O000081,C0233,M008,แกงส้มปลา,อาหารหลัก,2,84.02,168.04,2025-07-14,11:08,Monday
O000082,C0094,M006,ลาบหมู,อาหารหลัก,1,78.26,78.26,2025-02-18,19:24,Tuesday
O000083,C0229,M039,ลูกชุบ,ของหวาน,1,32.24,32.24,2025-06-26,17:23,Thursday
O000084,C0067,M031,น้ำแข็งใส,เครื่องดื่ม,1,15.0,15.0,2025-05-07,21:08,Wednesday
O000084,C0067,M036,ขนมครก,ของหวาน,1,30.04,30.04,2025-05-07,20:20,Wednesday
O000085,C0443,M043,เค้ก,ของหวาน,1,34.4,34.4,2025-07-17,17:47,Thursday
O000086,C0414,M046,ผลไม้,ของหวาน,2,34.35,68.7,2025-03-20,14:16,Thursday
O000086,C0414,M017,หอยทอด,อาหารหลัก,1,92.38,92.38,2025-03-20,17:13,Thursday
O000087,C0369,M022,กาแฟเย็น,เครื่องดื่ม,2,25.47,50.94,2025-07-07,21:07,Monday
O000088,C0259,M041,บัวลอย,ของหวาน,2,32.56,65.12,2025-03-07,21:57,Friday
O000088,C0259,M023,น้ำส้ม,เครื่องดื่ม,2,37.23,74.46,2025-03-07,21:51,Friday
O000088,C0259,M021,ชาเย็น,เครื่องดื่ม,1,32.13,32.13,2025-03-07,23:22,Friday
O000089,C0475,M025,โค้ก,เครื่องดื่ม,1,34.2,34.2,2025-02-17,22:54,Monday
O000089,C0475,M019,แกงเปอะ,อาหารหลัก,1,106.03,106.03,2025-02-17,23:45,Monday
O000090,C0470,M017,หอยทอด,อาหารหลัก,1,92.38,92.38,2025-07-30,21:14,Wednesday
O000090,C0470,M031,น้ำแข็งใส,เครื่องดื่ม,1,15.0,15.0,2025-07-30,18:50,Wednesday
O000091,C0383,M044,คุกกี้,ของหวาน,2,22.4,44.8,2025-03-08,17:23,Saturday
O000092,C0471,M027,น้ำเปล่า,เครื่องดื่ม,2,15.0,30.0,2025-06-22,23:08,Sunday
O000092,C0471,M044,คุกกี้,ของหวาน,1,22.4,22.4,2025-06-22,21:19,Sunday
O000093,C0409,M046,ผลไม้,ของหวาน,2,34.35,68.7,2025-05-13,21:26,Tuesday
O000093,C0409,M017,หอยทอด,อาหารหลัก,2,92.38,184.76,2025-05-13,21:04,Tuesday
O000093,C0409,M029,กาแฟร้อน,เครื่องดื่ม,1,22.0,22.0,2025-05-13,19:41,Tuesday
O000093,C0409,M041,บัวลอย,ของหวาน,1,32.56,32.56,2025-05-13,20:29,Tuesday
O000094,C0032,M033,เบียร์,เครื่องดื่ม,1,23.34,23.34,2025-07-25,12:49,Friday
O000094,C0032,M032,น้ำอัดลม,เครื่องดื่ม,1,15.0,15.0,2025-07-25,14:32,Friday
O000095,C0118,M008,แกงส้มปลา,อาหารหลัก,1,84.02,84.02,2025-02-15,19:10,Saturday
O000095,C0118,M022,กาแฟเย็น,เครื่องดื่ม,1,25.47,25.47,2025-02-15,19:59,Saturday
O000095,C0118,M011,ปลากะพงนึ่งมะนาว,อาหารหลัก,1,113.87,113.87,2025-02-15,19:33,Saturday
O000096,C0325,M040,ฟักทอง,ของหวาน,1,31.02,31.02,2025-04-14,15:40,Monday
O000096,C0325,M019,แกงเปอะ,อาหารหลัก,1,106.03,106.03,2025-04-14,15:40,Monday
O000096,C0325,M022,กาแฟเย็น,เครื่องดื่ม,1,25.47,25.47,2025-04-14,14:32,Monday
O000097,C0408,M036,ขนมครก,ของหวาน,1,30.04,30.04,2025-07-15,18:42,Tuesday
O000098,C0011,M028,ชาร้อน,เครื่องดื่ม,1,15.0,15.0,2025-07-10,21:02,Thursday
O000098,C0011,M042,ไอติม,ของหวาน,1,37.48,37.48,2025-07-10,17:02,Thursday
O000099,C0327,M032,น้ำอัดลม,เครื่องดื่ม,1,15.0,15.0,2025-07-15,12:49,Tuesday
O000099,C0327,M003,ต้มยำกุ้ง,อาหารหลัก,2,118.59,237.18,2025-07-15,11:31,Tuesday
O000099,C0327,M034,น้ำแดง,เครื่องดื่ม,1,16.74,16.74,2025-07-15,13:30,Tuesday
O000100,C0492,M024,น้ำมะนาว,เครื่องดื่ม,2,18.17,36.34,2025-04-04,19:29,Friday
O000100,C0492,M041,บัวลอย,ของหวาน,1,32.56,32.56,2025-04-04,17:10,Friday
O000100,C0492,M020,ข้าวกะเพรา,อาหารหลัก,2,88.49,176.98,2025-04-04,20:30,Friday
O000101,C0160,M005,ส้มตำ,อาหารหลัก,1,34.2,34.2,2025-05-30,13:55,Friday
O000102,C0023,M037,ทับทิมกรอบ,ของหวาน,1,57.51,57.51,2025-04-23,20:08,Wednesday
O000102,C0023,M038,ข้าวเหนียวมะม่วง,ของหวาน,1,64.32,64.32,2025-04-23,21:35,Wednesday
O000103,C0477,M037,ทับทิมกรอบ,ของหวาน,2,57.51,115.02,2025-02-28,17:17,Friday
O000104,C0202,M009,ข้าวซอย,อาหารหลัก,1,93.4,93.4,2025-05-27,17:18,Tuesday
O000105,C0133,M021,ชาเย็น,เครื่องดื่ม,2,32.13,64.26,2025-05-10,12:55,Saturday
O000105,C0133,M022,กาแฟเย็น,เครื่องดื่ม,1,25.47,25.47,2025-05-10,13:59,Saturday
O000105,C0133,M006,ลาบหมู,อาหารหลัก,1,78.26,78.26,2025-05-10,12:48,Saturday
O000106,C0460,M005,ส้มตำ,อาหารหลัก,2,34.2,68.4,2025-03-13,14:56,Thursday
O000106,C0460,M006,ลาบหมู,อาหารหลัก,1,78.26,78.26,2025-03-13,14:01,Thursday
O000107,C0152,M012,แกงมัสมั่นเนื้อ,อาหารหลัก,2,77.59,155.18,2025-02-24,18:13,Monday
O000107,C0152,M033,เบียร์,เครื่องดื่ม,1,23.34,23.34,2025-02-24,17:03,Monday
O000107,C0152,M043,เค้ก,ของหวาน,1,34.4,34.4,2025-02-24,20:38,Monday
O000108,C0253,M038,ข้าวเหนียวมะม่วง,ของหวาน,1,64.32,64.32,2025-07-18,11:54,Friday
O000108,C0253,M022,กาแฟเย็น,เครื่องดื่ม,1,25.47,25.47,2025-07-18,14:08,Friday
O000109,C0396,M029,กาแฟร้อน,เครื่องดื่ม,2,22.0,44.0,2025-04-09,22:02,Wednesday
O000109,C0396,M020,ข้าวกะเพรา,อาหารหลัก,2,88.49,176.98,2025-04-09,21:36,Wednesday
O000110,C0422,M016,ไก่ทอดหาดใหญ่,อาหารหลัก,1,118.34,118.34,2025-06-24,17:24,Tuesday
O000111,C0305,M006,ลาบหมู,อาหารหลัก,1,78.26,78.26,2025-06-10,07:08,Tuesday
O000111,C0305,M011,ปลากะพงนึ่งมะนาว,อาหารหลัก,1,113.87,113.87,2025-06-10,10:23,Tuesday
O000112,C0494,M025,โค้ก,เครื่องดื่ม,1,34.2,34.2,2025-04-28,18:12,Monday
O000112,C0494,M012,แกงมัสมั่นเนื้อ,อาหารหลัก,2,77.59,155.18,2025-04-28,21:02,Monday
O000113,C0434,M020,ข้าวกะเพรา,อาหารหลัก,1,88.49,88.49,2025-02-12,14:33,Wednesday
O000114,C0411,M036,ขนมครก,ของหวาน,1,30.04,30.04,2025-05-28,09:59,Wednesday
O000115,C0201,M040,ฟักทอง,ของหวาน,2,31.02,62.04,2025-07-07,21:47,Monday
O000116,C0215,M026,สไปรท์,เครื่องดื่ม,2,28.14,56.28,2025-04-18,21:19,Friday
O000116,C0215,M010,หมี่กรอบ,อาหารหลัก,2,73.6,147.2,2025-04-18,17:23,Friday
O000117,C0190,M042,ไอติม,ของหวาน,2,37.48,74.96,2025-04-26,21:19,Saturday
O000117,C0190,M036,ขนมครก,ของหวาน,1,30.04,30.04,2025-04-26,21:30,Saturday
O000118,C0334,M025,โค้ก,เครื่องดื่ม,1,34.2,34.2,2025-04-09,17:37,Wednesday
O000118,C0334,M027,น้ำเปล่า,เครื่องดื่ม,2,15.0,30.0,2025-04-09,18:33,Wednesday
O000118,C0334,M038,ข้าวเหนียวมะม่วง,ของหวาน,2,64.32,128.64,2025-04-09,18:52,Wednesday
O000118,C0334,M024,น้ำมะนาว,เครื่องดื่ม,1,18.17,18.17,2025-04-09,17:36,Wednesday
O000119,C0029,M016,ไก่ทอดหาดใหญ่,อาหารหลัก,1,118.34,118.34,2025-07-30,20:20,Wednesday
O000120,C0340,M006,ลาบหมู,อาหารหลัก,1,78.26,78.26,2025-05-19,22:32,Monday
O000121,C0358,M038,ข้าวเหนียวมะม่วง,ของหวาน,1,64.32,64.32,2025-07-07,23:08,Monday
O000121,C0358,M043,เค้ก,ของหวาน,1,34.4,34.4,2025-07-07,23:20,Monday
O000121,C0358,M022,กาแฟเย็น,เครื่องดื่ม,2,25.47,50.94,2025-07-07,23:24,Monday
O000122,C0367,M004,แกงเขียวหวานไก่,อาหารหลัก,2,111.87,223.74,2025-04-22,23:21,Tuesday
O000122,C0367,M029,กาแฟร้อน,เครื่องดื่ม,1,22.0,22.0,2025-04-22,23:49,Tuesday
O000122,C0367,M030,น้ำผลไม้รวม,เครื่องดื่ม,1,16.95,16.95,2025-04-22,23:30,Tuesday
O000122,C0367,M011,ปลากะพงนึ่งมะนาว,อาหารหลัก,1,113.87,113.87,2025-04-22,21:17,Tuesday
O000123,C0121,M041,บัวลอย,ของหวาน,1,32.56,32.56,2025-06-23,19:45,Monday
O000124,C0094,M034,น้ำแดง,เครื่องดื่ม,2,16.74,33.48,2025-03-26,19:30,Wednesday
O000124,C0094,M045,บราวนี่,ของหวาน,1,45.15,45.15,2025-03-26,21:59,Wednesday
O000125,C0337,M006,ลาบหมู,อาหารหลัก,2,78.26,156.52,2025-04-12,14:52,Saturday
O000126,C0011,M003,ต้มยำกุ้ง,อาหารหลัก,1,118.59,118.59,2025-04-30,19:02,Wednesday
O000126,C0011,M041,บัวลอย,ของหวาน,1,32.56,32.56,2025-04-30,17:22,Wednesday
O000126,C0011,M020,ข้าวกะเพรา,อาหารหลัก,2,88.49,176.98,2025-04-30,19:47,Wednesday
O000126,C0011,M021,ชาเย็น,เครื่องดื่ม,2,32.13,64.26,2025-04-30,18:12,Wednesday
O000127,C0452,M037,ทับทิมกรอบ,ของหวาน,1,57.51,57.51,2025-06-18,18:06,Wednesday
O000128,C0423,M006,ลาบหมู,อาหารหลัก,1,78.26,78.26,2025-07-08,18:03,Tuesday
O000128,C0423,M025,โค้ก,เครื่องดื่ม,1,34.2,34.2,2025-07-08,18:03,Tuesday
O000129,C0351,M033,เบียร์,เครื่องดื่ม,2,23.34,46.68,2025-02-26,14:43,Wednesday
O000129,C0351,M004,แกงเขียวหวานไก่,อาหารหลัก,1,111.87,111.87,2025-02-26,14:35,Wednesday
