order_id,customer_id,menu_id,menu_name,category,quantity,unit_price,amount,order_date,order_time,day_of_week
O000029,C0011,M042,ไอติม,ของหวาน,1,29.5,29.5,2025-03-13,20:28,Thursday
O000029,C0011,M031,น้ำแข็งใส,เครื่องดื่ม,1,38.23,38.23,2025-03-13,21:50,Thursday
O000030,C0293,M031,น้ำแข็งใส,เครื่องดื่ม,2,38.23,76.46,2025-04-06,08:24,Sunday
O000030,C0293,M004,แกงเขียวหวานไก่,อาหารหลัก,1,141.75,141.75,2025-04-06,09:21,Sunday
O000030,C0293,M034,น้ำแดง,เครื่องดื่ม,1,37.36,37.36,2025-04-06,08:55,Sunday
O000031,C0492,M024,น้ำมะนาว,เครื่องดื่ม,1,21.08,21.08,2025-07-30,21:09,Wednesday
O000031,C0492,M041,บัวลอย,ของหวาน,1,39.13,39.13,2025-07-30,20:40,Wednesday
O000032,C0010,M002,ข้าวผัด,อาหารหลัก,1,79.56,79.56,2025-07-27,23:07,Sunday
O000032,C0010,M020,ข้าวกะเพรา,อาหารหลัก,1,120.47,120.47,2025-07-27,22:15,Sunday
O000033,C0144,M041,บัวลอย,ของหวาน,2,39.13,78.26,2025-04-12,23:37,Saturday
O000034,C0383,M036,ขนมครก,ของหวาน,1,40.69,40.69,2025-03-13,20:25,Thursday
O000034,C0383,M035,นมเย็น,เครื่องดื่ม,1,19.98,19.98,2025-03-13,19:41,Thursday
O000034,C0383,M015,ข้าวคลุกกะปิ,อาหารหลัก,1,66.74,66.74,2025-03-13,18:15,Thursday
O000034,C0383,M016,ไก่ทอดหาดใหญ่,อาหารหลัก,1,72.24,72.24,2025-03-13,20:14,Thursday
O000035,C0126,M011,ปลากะพงนึ่งมะนาว,อาหารหลัก,1,40.06,40.06,2025-03-22,13:13,Saturday
O000036,C0133,M029,กาแฟร้อน,เครื่องดื่ม,1,21.37,21.37,2025-02-22,12:31,Saturday
O000036,C0133,M030,น้ำผลไม้รวม,เครื่องดื่ม,1,31.98,31.98,2025-02-22,12:37,Saturday
O000037,C0458,M005,ส้มตำ,อาหารหลัก,1,106.32,106.32,2025-05-24,09:46,Saturday
O000037,C0458,M007,ผัดกะเพรา,อาหารหลัก,1,72.67,72.67,2025-05-24,08:48,Saturday
O000037,C0458,M011,ปลากะพงนึ่งมะนาว,อาหารหลัก,1,40.06,40.06,2025-05-24,10:04,Saturday
O000038,C0049,M025,โค้ก,เครื่องดื่ม,1,27.11,27.11,2025-06-27,11:06,Friday
O000038,C0049,M035,นมเย็น,เครื่องดื่ม,1,19.98,19.98,2025-06-27,12:32,Friday
O000039,C0303,M038,ข้าวเหนียวมะม่วง,ของหวาน,1,27.56,27.56,2025-07-05,22:10,Saturday
O000039,C0303,M022,กาแฟเย็น,เครื่องดื่ม,1,24.59,24.59,2025-07-05,22:41,Saturday
O000040,C0396,M029,กาแฟร้อน,เครื่องดื่ม,1,21.37,21.37,2025-03-14,23:07,Friday
O000040,C0396,M020,ข้าวกะเพรา,อาหารหลัก,2,120.47,240.94,2025-03-14,23:20,Friday
O000041,C0422,M017,หอยทอด,อาหารหลัก,1,105.73,105.73,2025-07-02,14:41,Wednesday
O000041,C0422,M046,ผลไม้,ของหวาน,1,33.31,33.31,2025-07-02,15:48,Wednesday
O000042,C0260,M007,ผัดกะเพรา,อาหารหลัก,2,72.67,145.34,2025-04-04,07:21,Friday
O000042,C0260,M011,ปลากะพงนึ่งมะนาว,อาหารหลัก,1,40.06,40.06,2025-04-04,10:33,Friday
O000042,C0260,M041,บัวลอย,ของหวาน,2,39.13,78.26,2025-04-04,10:44,Friday
O000043,C0125,M025,โค้ก,เครื่องดื่ม,1,27.11,27.11,2025-06-20,16:19,Friday
O000043,C0125,M013,ยำวุ้นเส้น,อาหารหลัก,2,43.19,86.38,2025-06-20,15:51,Friday
O000043,C0125,M023,น้ำส้ม,เครื่องดื่ม,1,21.78,21.78,2025-06-20,15:27,Friday
O000044,C0299,M029,กาแฟร้อน,เครื่องดื่ม,1,21.37,21.37,2025-07-22,19:55,Tuesday
O000045,C0411,M037,ทับทิมกรอบ,ของหวาน,1,39.99,39.99,2025-06-08,17:50,Sunday
O000046,C0201,M040,ฟักทอง,ของหวาน,2,15.0,30.0,2025-06-01,19:37,Sunday
O000046,C0201,M026,สไปรท์,เครื่องดื่ม,1,22.02,22.02,2025-06-01,19:34,Sunday
O000047,C0262,M026,สไปรท์,เครื่องดื่ม,1,22.02,22.02,2025-04-11,20:01,Friday
O000047,C0262,M011,ปลากะพงนึ่งมะนาว,อาหารหลัก,1,40.06,40.06,2025-04-11,17:43,Friday
O000048,C0190,M043,เค้ก,ของหวาน,1,30.26,30.26,2025-06-24,20:28,Tuesday
O000048,C0190,M042,ไอติม,ของหวาน,2,29.5,59.0,2025-06-24,18:28,Tuesday
O000048,C0190,M038,ข้าวเหนียวมะม่วง,ของหวาน,1,27.56,27.56,2025-06-24,20:50,Tuesday
O000049,C0334,M026,สไปรท์,เครื่องดื่ม,2,22.02,44.04,2025-05-04,19:24,Sunday
O000049,C0334,M027,น้ำเปล่า,เครื่องดื่ม,1,23.37,23.37,2025-05-04,18:47,Sunday
O000049,C0334,M038,ข้าวเหนียวมะม่วง,ของหวาน,1,27.56,27.56,2025-05-04,19:36,Sunday
O000050,C0174,M042,ไอติม,ของหวาน,1,29.5,29.5,2025-08-02,22:58,Saturday
O000050,C0174,M003,ต้มยำกุ้ง,อาหารหลัก,1,102.11,102.11,2025-08-02,21:43,Saturday
O000051,C0154,M042,ไอติม,ของหวาน,1,29.5,29.5,2025-05-28,11:03,Wednesday
O000051,C0154,M029,กาแฟร้อน,เครื่องดื่ม,1,21.37,21.37,2025-05-28,14:28,Wednesday
O000051,C0154,M045,บราวนี่,ของหวาน,1,54.14,54.14,2025-05-28,11:09,Wednesday
O000052,C0327,M017,หอยทอด,อาหารหลัก,1,105.73,105.73,2025-05-02,08:44,Friday
O000052,C0327,M019,แกงเปอะ,อาหารหลัก,1,52.13,52.13,2025-05-02,07:57,Friday
O000053,C0212,M025,โค้ก,เครื่องดื่ม,1,27.11,27.11,2025-03-09,11:52,Sunday
O000054,C0181,M007,ผัดกะเพรา,อาหารหลัก,2,72.67,145.34,2025-06-06,11:19,Friday
O000054,C0181,M028,ชาร้อน,เครื่องดื่ม,1,21.06,21.06,2025-06-06,13:06,Friday
O000055,C0145,M039,ลูกชุบ,ของหวาน,1,34.8,34.8,2025-04-05,14:00,Saturday
O000056,C0323,M001,ผัดไทย,อาหารหลัก,1,107.06,107.06,2025-05-26,14:58,Monday
O000056,C0323,M009,ข้าวซอย,อาหารหลัก,1,70.05,70.05,2025-05-26,14:24,Monday
O000056,C0323,M005,ส้มตำ,อาหารหลัก,1,106.32,106.32,2025-05-26,13:19,Monday
O000056,C0323,M004,แกงเขียวหวานไก่,อาหารหลัก,1,141.75,141.75,2025-05-26,13:54,Monday
O000057,C0145,M014,ก๋วยเตี๋ยวต้มยำ,อาหารหลัก,2,82.87,165.74,2025-06-27,11:49,Friday
O000057,C0145,M029,กาแฟร้อน,เครื่องดื่ม,2,21.37,42.74,2025-06-27,14:26,Friday
O000058,C0412,M027,น้ำเปล่า,เครื่องดื่ม,1,23.37,23.37,2025-02-09,17:03,Sunday
O000058,C0412,M021,ชาเย็น,เครื่องดื่ม,1,15.0,15.0,2025-02-09,14:30,Sunday
O000058,C0412,M032,น้ำอัดลม,เครื่องดื่ม,1,23.27,23.27,2025-02-09,14:57,Sunday
O000059,C0246,M027,น้ำเปล่า,เครื่องดื่ม,1,23.37,23.37,2025-03-31,13:11,Monday
O000059,C0246,M038,ข้าวเหนียวมะม่วง,ของหวาน,2,27.56,55.12,2025-03-31,14:25,Monday
O000060,C0165,M027,น้ำเปล่า,เครื่องดื่ม,2,23.37,46.74,2025-07-26,19:21,Saturday
O000061,C0181,M029,กาแฟร้อน,เครื่องดื่ม,1,21.37,21.37,2025-05-07,11:13,Wednesday
O000061,C0181,M010,หมี่กรอบ,อาหารหลัก,1,79.11,79.11,2025-05-07,14:31,Wednesday
O000062,C0031,M022,กาแฟเย็น,เครื่องดื่ม,1,24.59,24.59,2025-07-14,12:41,Monday
O000062,C0031,M010,หมี่กรอบ,อาหารหลัก,2,79.11,158.22,2025-07-14,13:28,Monday
O000063,C0049,M013,ยำวุ้นเส้น,อาหารหลัก,1,43.19,43.19,2025-04-12,13:46,Saturday
O000063,C0049,M025,โค้ก,เครื่องดื่ม,1,27.11,27.11,2025-04-12,11:15,Saturday
O000064,C0241,M046,ผลไม้,ของหวาน,1,33.31,33.31,2025-07-30,14:02,Wednesday
O000064,C0241,M003,ต้มยำกุ้ง,อาหารหลัก,2,102.11,204.22,2025-07-30,13:14,Wednesday
O000065,C0242,M016,ไก่ทอดหาดใหญ่,อาหารหลัก,1,72.24,72.24,2025-04-29,13:43,Tuesday
O000065,C0242,M024,น้ำมะนาว,เครื่องดื่ม,2,21.08,42.16,2025-04-29,13:41,Tuesday
O000065,C0242,M037,ทับทิมกรอบ,ของหวาน,1,39.99,39.99,2025-04-29,11:02,Tuesday
O000065,C0242,M036,ขนมครก,ของหวาน,2,40.69,81.38,2025-04-29,11:25,Tuesday
O000066,C0163,M045,บราวนี่,ของหวาน,2,54.14,108.28,2025-02-20,22:29,Thursday
O000066,C0163,M009,ข้าวซอย,อาหารหลัก,2,70.05,140.1,2025-02-20,21:55,Thursday
O000066,C0163,M005,ส้มตำ,อาหารหลัก,1,106.32,106.32,2025-02-20,22:19,Thursday
O000067,C0090,M014,ก๋วยเตี๋ยวต้มยำ,อาหารหลัก,2,82.87,165.74,2025-07-16,22:48,Wednesday
O000067,C0090,M019,แกงเปอะ,อาหารหลัก,1,52.13,52.13,2025-07-16,21:14,Wednesday
O000068,C0431,M030,น้ำผลไม้รวม,เครื่องดื่ม,1,31.98,31.98,2025-07-15,12:20,Tuesday
O000068,C0431,M045,บราวนี่,ของหวาน,2,54.14,108.28,2025-07-15,12:46,Tuesday
O000069,C0374,M011,ปลากะพงนึ่งมะนาว,อาหารหลัก,1,40.06,40.06,2025-02-11,19:07,Tuesday
O000070,C0372,M030,น้ำผลไม้รวม,เครื่องดื่ม,1,31.98,31.98,2025-02-08,17:48,Saturday
O000071,C0409,M025,โค้ก,เครื่องดื่ม,1,27.11,27.11,2025-05-13,14:36,Tuesday
O000071,C0409,M039,ลูกชุบ,ของหวาน,2,34.8,69.6,2025-05-13,14:59,Tuesday
O000072,C0386,M009,ข้าวซอย,อาหารหลัก,1,70.05,70.05,2025-05-21,11:00,Wednesday
O000072,C0386,M008,แกงส้มปลา,อาหารหลัก,2,106.01,212.02,2025-05-21,11:48,Wednesday
O000073,C0363,M030,น้ำผลไม้รวม,เครื่องดื่ม,1,31.98,31.98,2025-06-05,14:07,Thursday
O000073,C0363,M035,นมเย็น,เครื่องดื่ม,1,19.98,19.98,2025-06-05,11:25,Thursday
O000074,C0130,M010,หมี่กรอบ,อาหารหลัก,1,79.11,79.11,2025-05-12,08:32,Monday
O000074,C0130,M026,สไปรท์,เครื่องดื่ม,1,22.02,22.02,2025-05-12,08:41,Monday
O000075,C0174,M020,ข้าวกะเพรา,อาหารหลัก,1,120.47,120.47,2025-02-23,22:32,Sunday
O000075,C0174,M033,เบียร์,เครื่องดื่ม,1,23.02,23.02,2025-02-23,23:08,Sunday
O000076,C0009,M041,บัวลอย,ของหวาน,1,39.13,39.13,2025-04-03,22:41,Thursday
O000076,C0009,M006,ลาบหมู,อาหารหลัก,2,52.65,105.3,2025-04-03,22:07,Thursday
O000076,C0009,M001,ผัดไทย,อาหารหลัก,1,107.06,107.06,2025-04-03,23:27,Thursday
O000077,C0305,M029,กาแฟร้อน,เครื่องดื่ม,1,21.37,21.37,2025-03-06,19:04,Thursday
O000077,C0305,M019,แกงเปอะ,อาหารหลัก,1,52.13,52.13,2025-03-06,18:59,Thursday
O000078,C0495,M031,น้ำแข็งใส,เครื่องดื่ม,1,38.23,38.23,2025-05-31,10:19,Saturday
O000078,C0495,M013,ยำวุ้นเส้น,อาหารหลัก,1,43.19,43.19,2025-05-31,07:03,Saturday
O000079,C0122,M021,ชาเย็น,เครื่องดื่ม,2,15.0,30.0,2025-05-21,19:12,Wednesday
O000079,C0122,M036,ขนมครก,ของหวาน,1,40.69,40.69,2025-05-21,17:49,Wednesday
O000080,C0105,M010,หมี่กรอบ,อาหารหลัก,1,79.11,79.11,2025-02-03,11:01,Monday
O000081,C0025,M008,แกงส้มปลา,อาหารหลัก,2,106.01,212.02,2025-05-28,14:28,Wednesday
O000082,C0021,M022,กาแฟเย็น,เครื่องดื่ม,2,24.59,49.18,2025-05-25,21:54,Sunday
O000083,C0081,M030,น้ำผลไม้รวม,เครื่องดื่ม,1,31.98,31.98,2025-04-04,08:53,Friday
O000084,C0254,M030,น้ำผลไม้รวม,เครื่องดื่ม,1,31.98,31.98,2025-02-09,15:19,Sunday
O000084,C0254,M025,โค้ก,เครื่องดื่ม,1,27.11,27.11,2025-02-09,14:44,Sunday
O000085,C0121,M021,ชาเย็น,เครื่องดื่ม,1,15.0,15.0,2025-03-20,11:21,Thursday
O000085,C0121,M025,โค้ก,เครื่องดื่ม,1,27.11,27.11,2025-03-20,11:59,Thursday
O000086,C0368,M036,ขนมครก,ของหวาน,1,40.69,40.69,2025-04-17,14:54,Thursday
O000087,C0455,M030,น้ำผลไม้รวม,เครื่องดื่ม,1,31.98,31.98,2025-05-03,10:46,Saturday
O000087,C0455,M009,ข้าวซอย,อาหารหลัก,1,70.05,70.05,2025-05-03,07:34,Saturday
O000088,C0109,M036,ขนมครก,ของหวาน,1,40.69,40.69,2025-08-02,22:48,Saturday
O000089,C0365,M029,กาแฟร้อน,เครื่องดื่ม,1,21.37,21.37,2025-05-13,16:38,Tuesday
O000089,C0365,M044,คุกกี้,ของหวาน,1,52.67,52.67,2025-05-13,16:05,Tuesday
O000090,C0233,M012,แกงมัสมั่นเนื้อ,อาหารหลัก,1,106.97,106.97,2025-05-17,08:06,Saturday
O000091,C0067,M031,น้ำแข็งใส,เครื่องดื่ม,1,38.23,38.23,2025-03-23,16:25,Sunday
O000091,C0067,M043,เค้ก,ของหวาน,1,30.26,30.26,2025-03-23,14:53,Sunday
O000091,C0067,M002,ข้าวผัด,อาหารหลัก,2,79.56,159.12,2025-03-23,16:39,Sunday
O000092,C0188,M022,กาแฟเย็น,เครื่องดื่ม,1,24.59,24.59,2025-04-14,13:29,Monday
O000092,C0188,M044,คุกกี้,ของหวาน,1,52.67,52.67,2025-04-14,12:36,Monday
O000093,C0373,M027,น้ำเปล่า,เครื่องดื่ม,2,23.37,46.74,2025-04-22,22:18,Tuesday
O000093,C0373,M033,เบียร์,เครื่องดื่ม,1,23.02,23.02,2025-04-22,21:17,Tuesday
O000094,C0186,M017,หอยทอด,อาหารหลัก,2,105.73,211.46,2025-03-27,11:41,Thursday
O000095,C0103,M030,น้ำผลไม้รวม,เครื่องดื่ม,1,31.98,31.98,2025-05-29,22:32,Thursday
O000095,C0103,M026,สไปรท์,เครื่องดื่ม,2,22.02,44.04,2025-05-29,23:08,Thursday
O000096,C0430,M032,น้ำอัดลม,เครื่องดื่ม,1,23.27,23.27,2025-03-26,13:20,Wednesday
O000096,C0430,M043,เค้ก,ของหวาน,2,30.26,60.52,2025-03-26,12:45,Wednesday
O000097,C0126,M046,ผลไม้,ของหวาน,2,33.31,66.62,2025-07-17,12:38,Thursday
O000097,C0126,M027,น้ำเปล่า,เครื่องดื่ม,1,23.37,23.37,2025-07-17,12:31,Thursday
O000097,C0126,M009,ข้าวซอย,อาหารหลัก,1,70.05,70.05,2025-07-17,12:50,Thursday
O000098,C0091,M010,หมี่กรอบ,อาหารหลัก,1,79.11,79.11,2025-07-12,18:28,Saturday
O000099,C0021,M003,ต้มยำกุ้ง,อาหารหลัก,1,102.11,102.11,2025-07-11,20:26,Friday
O000099,C0021,M032,น้ำอัดลม,เครื่องดื่ม,2,23.27,46.54,2025-07-11,17:19,Friday
O000099,C0021,M029,กาแฟร้อน,เครื่องดื่ม,1,21.37,21.37,2025-07-11,20:39,Friday
O000100,C0046,M041,บัวลอย,ของหวาน,1,39.13,39.13,2025-06-28,09:41,Saturday
O000100,C0046,M023,น้ำส้ม,เครื่องดื่ม,1,21.78,21.78,2025-06-28,07:41,Saturday
O000101,C0087,M023,น้ำส้ม,เครื่องดื่ม,1,21.78,21.78,2025-04-09,08:48,Wednesday
O000101,C0087,M013,ยำวุ้นเส้น,อาหารหลัก,1,43.19,43.19,2025-04-09,09:13,Wednesday
O000101,C0087,M030,น้ำผลไม้รวม,เครื่องดื่ม,2,31.98,63.96,2025-04-09,09:33,Wednesday
O000102,C0312,M012,แกงมัสมั่นเนื้อ,อาหารหลัก,1,106.97,106.97,2025-03-15,17:47,Saturday
O000103,C0302,M033,เบียร์,เครื่องดื่ม,1,23.02,23.02,2025-02-09,12:07,Sunday
O000103,C0302,M030,น้ำผลไม้รวม,เครื่องดื่ม,1,31.98,31.98,2025-02-09,11:13,Sunday
O000104,C0268,M008,แกงส้มปลา,อาหารหลัก,2,106.01,212.02,2025-03-06,21:35,Thursday
O000104,C0268,M005,ส้มตำ,อาหารหลัก,2,106.32,212.64,2025-03-06,17:07,Thursday
O000104,C0268,M012,แกงมัสมั่นเนื้อ,อาหารหลัก,1,106.97,106.97,2025-03-06,21:37,Thursday
O000105,C0197,M036,ขนมครก,ของหวาน,2,40.69,81.38,2025-02-04,11:46,Tuesday
O000105,C0197,M021,ชาเย็น,เครื่องดื่ม,1,15.0,15.0,2025-02-04,14:39,Tuesday
O000106,C0044,M038,ข้าวเหนียวมะม่วง,ของหวาน,1,27.56,27.56,2025-05-05,12:34,Monday
O000107,C0021,M035,นมเย็น,เครื่องดื่ม,2,19.98,39.96,2025-02-15,20:31,Saturday
O000108,C0199,M005,ส้มตำ,อาหารหลัก,1,106.32,106.32,2025-02-03,22:38,Monday
O000109,C0392,M004,แกงเขียวหวานไก่,อาหารหลัก,1,141.75,141.75,2025-05-26,10:57,Monday
O000110,C0333,M003,ต้มยำกุ้ง,อาหารหลัก,1,102.11,102.11,2025-03-02,13:16,Sunday
O000110,C0333,M029,กาแฟร้อน,เครื่องดื่ม,1,21.37,21.37,2025-03-02,11:06,Sunday
O000110,C0333,M001,ผัดไทย,อาหารหลัก,1,107.06,107.06,2025-03-02,13:51,Sunday
O000111,C0165,M013,ยำวุ้นเส้น,อาหารหลัก,2,43.19,86.38,2025-07-06,20:46,Sunday
O000112,C0440,M024,น้ำมะนาว,เครื่องดื่ม,2,21.08,42.16,2025-03-23,17:09,Sunday
O000113,C0268,M008,แกงส้มปลา,อาหารหลัก,2,106.01,212.02,2025-03-15,19:27,Saturday
O000113,C0268,M035,นมเย็น,เครื่องดื่ม,1,19.98,19.98,2025-03-15,17:35,Saturday
O000114,C0319,M028,ชาร้อน,เครื่องดื่ม,1,21.06,21.06,2025-06-25,17:53,Wednesday
O000115,C0330,M043,เค้ก,ของหวาน,2,30.26,60.52,2025-03-13,13:35,Thursday
O000116,C0054,M025,โค้ก,เครื่องดื่ม,1,27.11,27.11,2025-07-30,23:48,Wednesday
O000117,C0467,M007,ผัดกะเพรา,อาหารหลัก,1,72.67,72.67,2025-03-03,17:27,Monday
O000117,C0467,M011,ปลากะพงนึ่งมะนาว,อาหารหลัก,1,40.06,40.06,2025-03-03,19:51,Monday
O000117,C0467,M014,ก๋วยเตี๋ยวต้มยำ,อาหารหลัก,1,82.87,82.87,2025-03-03,21:37,Monday
O000118,C0327,M043,เค้ก,ของหวาน,1,30.26,30.26,2025-03-18,10:46,Tuesday
O000119,C0343,M044,คุกกี้,ของหวาน,1,52.67,52.67,2025-06-30,20:32,Monday
O000119,C0343,M042,ไอติม,ของหวาน,2,29.5,59.0,2025-06-30,20:24,Monday
O000119,C0343,M027,น้ำเปล่า,เครื่องดื่ม,1,23.37,23.37,2025-06-30,17:02,Monday
O000120,C0131,M003,ต้มยำกุ้ง,อาหารหลัก,1,102.11,102.11,2025-06-17,12:54,Tuesday
O000121,C0497,M046,ผลไม้,ของหวาน,1,33.31,33.31,2025-02-09,17:34,Sunday
O000122,C0071,M012,แกงมัสมั่นเนื้อ,อาหารหลัก,1,106.97,106.97,2025-04-27,13:17,Sunday
O000122,C0071,M037,ทับทิมกรอบ,ของหวาน,1,39.99,39.99,2025-04-27,13:05,Sunday
O000123,C0463,M005,ส้มตำ,อาหารหลัก,1,106.32,106.32,2025-06-07,16:19,Saturday
O000123,C0463,M011,ปลากะพงนึ่งมะนาว,อาหารหลัก,1,40.06,40.06,2025-06-07,14:09,Saturday
O000123,C0463,M032,น้ำอัดลม,เครื่องดื่ม,2,23.27,46.54,2025-06-07,14:03,Saturday
O000124,C0260,M041,บัวลอย,ของหวาน,1,39.13,39.13,2025-05-13,09:09,Tuesday
O000125,C0094,M046,ผลไม้,ของหวาน,1,33.31,33.31,2025-02-19,11:36,Wednesday
O000126,C0170,M041,บัวลอย,ของหวาน,1,39.13,39.13,2025-03-25,14:32,Tuesday
O000127,C0041,M026,สไปรท์,เครื่องดื่ม,2,22.02,44.04,2025-07-04,23:18,Friday
O000128,C0337,M009,ข้าวซอย,อาหารหลัก,1,70.05,70.05,2025-04-28,16:30,Monday
